stars_credit,stars_field,gri_standard,gri_disclosure,relationship,confidence,review_status,rationale,caveat,claude_verdict,claude_note,reviewed_by,reviewed_date
,,GRI 2,2-11,gap_gri_side,high,confirmed,"GRI 2-11 asks whether the chair of the highest governance body is also a senior executive, and how conflicts are managed if so. STARS records no information about the chair.",,agree,,claude,2026-08-20
,,GRI 2,2-12,gap_gri_side,high,confirmed,"GRI 2-12 requires the role of the highest governance body in overseeing due diligence, engaging stakeholders in it and reviewing its effectiveness. STARS PA-1 covers management-level sustainability coordination (mapped to 2-13) and PA-3 covers who sits on the governing body, but neither describes what that body does about impacts.",,agree,,claude,2026-08-20
PA-1,Does the institution have one or more sustainability officers?,GRI 2,2-13,component,high,confirmed,GRI 2-13-a asks whether the organization has appointed senior executives with responsibility for the management of impacts. A sustainability officer is that appointment.,GRI 2-13-b also requires whether and how often those executives report to the highest governance body. STARS does not ask.,agree,,claude,2026-08-20
PA-1,"Is at least one of the institution’s sustainability committees, officers, or offices charged with coordinating various campus constituencies in the advancement of sustainability across the entire institution?",GRI 2,2-13,component,high,confirmed,"GRI 2-13-a asks how responsibility for managing impacts is delegated across the organization. This field asks whether the delegation is institution-wide rather than confined to one unit, which is the substance of the requirement.",See the caveat on the sustainability-officer row.,agree,,claude,2026-08-20
PA-1,Narrative and/or website URL providing an overview of the institution’s sustainability officers,GRI 2,2-13,component,medium,confirmed,Describes who holds delegated responsibility and for what — GRI 2-13-a in prose. All three institutions populate it; TU Dublin additionally supplies the full job descriptions.,Free text; the reporting line to the highest governance body is not consistently stated.,agree,,claude,2026-08-20
PRE-1,Executive cover letter,GRI 2,2-14,partial,low,confirmed,"GRI 2-14 asks whether the highest governance body reviews and approves the reported information. STARS requires a signed executive cover letter with every submission, which evidences senior-executive endorsement of the report.","Endorsement by a senior executive is not review and approval by the highest governance body, and STARS records neither who approved the content nor whether material topics were reviewed. The field value is an attachment filename, so the letter's text is not in the dataset.",agree,,claude,2026-08-20
,,GRI 2,2-15,gap_gri_side,high,confirmed,"GRI 2-15 requires the processes for preventing and mitigating conflicts of interest on the highest governance body, and whether cross-board membership, shareholding and related-party transactions are disclosed. STARS collects none of this.",,agree,,claude,2026-08-20
,,GRI 2,2-16,gap_gri_side,high,confirmed,GRI 2-16 requires the total number and nature of critical concerns communicated to the highest governance body. STARS has no incident or escalation reporting of any kind.,,agree,,claude,2026-08-20
,,GRI 2,2-17,gap_gri_side,high,confirmed,GRI 2-17 requires the measures taken to advance the collective knowledge of the highest governance body on sustainable development. STARS EN-3 covers sustainability training for staff and AC-5 covers sustainability literacy among students; neither is aimed at the governing body.,,agree,,claude,2026-08-20
,,GRI 2,2-18,gap_gri_side,high,confirmed,"GRI 2-18 requires the processes for evaluating the performance of the highest governance body, whether the evaluations are independent, and the actions taken in response. STARS does not ask.",,agree,,claude,2026-08-20
,,GRI 2,2-19,gap_gri_side,high,confirmed,"GRI 2-19 requires the remuneration policies for the highest governance body and senior executives — fixed and variable pay, sign-on bonuses, termination payments, clawbacks and retirement benefits. STARS PA-13 measures living-wage coverage across all employees, which is a different population and a different question.",,agree,,claude,2026-08-20
,,GRI 2,2-20,gap_gri_side,high,confirmed,"GRI 2-20 requires the process for determining remuneration, including whether an independent remuneration committee is involved and how stakeholder views on remuneration are taken into account. STARS does not ask.",,agree,,claude,2026-08-20
PA-2,Narrative detailing the institution’s guiding vision or goals for sustainability and the plan(s) in which they are published,GRI 2,2-22,partial,medium,confirmed,"GRI 2-22 requires a statement on the relevance of sustainable development to the organization and its strategy. This field is the institution's published sustainability vision and the plans carrying it, which is that content.","GRI 2-22 requires the statement to come from the highest governance body or the most senior executive. STARS records the institution's published vision without attributing it to a named signatory, so the authorship the disclosure turns on is absent.",agree,,claude,2026-08-20
PA-2,"Has the institution made a public commitment to sustainability, as evidenced by an external commitment or a published plan?",GRI 2,2-23,component,high,confirmed,"GRI 2-23-a asks whether the organization has policy commitments for responsible business conduct. This field is that yes/no, evidenced by an external commitment or a published plan.","GRI 2-23 specifically requires commitments to respect human rights, to the UN Guiding Principles and to due diligence. A sustainability commitment is broader and does not imply any of these.",agree,,claude,2026-08-20
PA-2,Narrative and/or website URL outlining the institution’s external sustainability commitments that include a reporting requirement,GRI 2,2-23,component,high,confirmed,"GRI 2-23-b-ii asks which authoritative intergovernmental instruments the commitments reference. This field lists the external commitments the institution has signed that carry a reporting obligation, which is where those instruments appear.","STARS asks only for commitments carrying a reporting requirement, so commitments without one are out of scope of the field.",agree,,claude,2026-08-20
OP-9,Does the institution have a published code of conduct to guide suppliers on the institution’s social and environmental expectations for them?,GRI 2,2-24,component,high,confirmed,GRI 2-24-a-iii asks how the organization implements its policy commitments through its business relationships. A published supplier code of conduct is the standard instrument for exactly that.,GRI 2-24 also requires how responsibility is allocated internally and how the commitments are embedded in strategies and procedures.,agree,,claude,2026-08-20
EN-3,Does the institution make available sustainability-focused training opportunities to non-academic staff on at least an annual basis?,GRI 2,2-24,component,medium,confirmed,GRI 2-24-b asks how the organization provides training on implementing its policy commitments. Annual sustainability training for staff is that training.,"STARS asks about non-academic staff only, and about sustainability training generally rather than training on the specific commitments.",agree,,claude,2026-08-20
PA-1,Narrative outlining the activities and substantive accomplishments of the institution-wide coordinating body or officer during the previous three years,GRI 2,2-24,partial,medium,confirmed,"GRI 2-24-a asks how the organization embeds its commitments across activities and business relationships. This narrative reports what the coordinating body actually did over three years, which is evidence of embedding rather than a description of the mechanism.","It describes outcomes, not the allocation of responsibility, the integration into procedures, or the handling of commitments through business relationships that GRI 2-24-a enumerates.",agree,,claude,2026-08-20
PA-12,Does the institution publish information on grievance resolution in a format that is accessible to all employees?,GRI 2,2-25,partial,medium,confirmed,GRI 2-25-c asks about the grievance mechanisms through which stakeholders can raise concerns and seek remedy. STARS records whether grievance-resolution information is published accessibly to employees.,"STARS records only that the information is published — not how the mechanism operates, who may use it, or its effectiveness — and covers employees only, where GRI 2-25 covers all affected stakeholders.",agree,,claude,2026-08-20
PA-12,Does the institution publish information on whistleblower protections in a format that is accessible to all employees?,GRI 2,2-26,component,high,confirmed,GRI 2-26 names whistleblowing mechanisms as a central example of the mechanisms for raising concerns about business conduct. STARS asks whether whistleblower protections are published accessibly.,"STARS records publication, not a description of how the mechanism operates, and covers employees only. GRI 2-26 extends to all individuals, including those in business relationships.",agree,,claude,2026-08-20
PA-12,Narrative and/or website URL providing an overview of the institution’s published measures to protect employee rights,GRI 2,2-26,component,medium,confirmed,"GRI 2-26-a asks the organization to describe the mechanisms for seeking advice and raising concerns. This narrative describes the published measures, which is that description for the employee population.",Employees only; see the caveat on the whistleblower row.,agree,,claude,2026-08-20
,,GRI 2,2-27,gap_gri_side,high,confirmed,"GRI 2-27 requires the number of significant instances of non-compliance with laws and regulations, fines incurred and their monetary value. STARS collects no compliance or enforcement data. The only nearby field is OP-6's three-year question about the extent of the institution's emissions-reduction activity, which is unrelated.",,agree,,claude,2026-08-20
PA-2,Narrative and/or website URL outlining the institution’s external sustainability commitments that include a reporting requirement,GRI 2,2-28,partial,low,confirmed,"GRI 2-28 requires the industry associations and national or international advocacy organizations in which the organization participates significantly. The external-commitments narrative names the charters, networks and frameworks the institution has signed, which overlaps that list.","Signing a charter is not membership of an association, and STARS restricts the field to commitments carrying a reporting requirement. The institution's association memberships are not collected as such.",agree,,claude,2026-08-20
PA-3,"Description of other mechanisms used to consult students on institutional decisions, plans, or policies",GRI 2,2-29,component,high,confirmed,"GRI 2-29-a requires the approach to engaging stakeholders, including the purpose of the engagement. This field describes the consultation mechanisms for students — the institution's largest stakeholder group.","GRI 2-29 also asks how stakeholders are identified and how the organization ensures the engagement is meaningful. STARS asks about four fixed constituencies and does not cover suppliers, customers or vulnerable groups.",agree,,claude,2026-08-20
PA-3,"Description of other mechanisms used to consult academic staff on institutional decisions, plans, or policies",GRI 2,2-29,component,high,confirmed,"GRI 2-29-a, for academic staff.",See the caveat on the student-consultation row.,agree,,claude,2026-08-20
PA-3,"Narrative and/or website URL outlining the ad hoc mechanisms used during the previous three years to consult local community members on institutional decisions, plans, or policies",GRI 2,2-29,component,high,confirmed,"GRI 2-29-a, for the local community — the one stakeholder category here that is external to the institution.",See the caveat on the student-consultation row.,agree,,claude,2026-08-20
PA-3,Does the institution have one or more ongoing bodies through which local community-based organizations not affiliated with the institution can democratically participate in its governance?,GRI 2,2-29,component,medium,confirmed,"GRI 2-29-a distinguishes ongoing engagement from one-off consultation. This field records whether unaffiliated community organizations have a standing route into governance, which is the stronger form.",See the caveat on the student-consultation row.,agree,,claude,2026-08-20
,,GRI 2,2-30,gap_gri_side,high,confirmed,"GRI 2-30 requires the percentage of total employees covered by collective bargaining agreements. STARS has no such percentage. PA-12 records whether freedom-of-association information is published, and PA-13 records the percentage of significant *contractors* paying a collectively determined or living wage — a different population and a measure of wage level rather than of bargaining coverage.",,agree,,claude,2026-08-20
,,GRI 204,204-1,gap_gri_side,high,confirmed,"GRI 204-1 requires the percentage of the procurement budget spent with suppliers local to significant locations of operation. STARS OP-9 measures spend with 'social impact suppliers' — social enterprises and community-benefit businesses — where the qualifying criterion is social purpose, not locality. The two cannot be substituted: a social enterprise may be national and a local supplier need not be one.",,agree,,claude,2026-08-20
,,GRI 301,301-1,gap_gri_side,high,confirmed,"GRI 301-1 requires the weight or volume of materials used to produce and package the organization's primary products. A university produces no physical product, so the disclosure has no subject. STARS OP-11 Materials Management covers hazardous waste, surplus and reuse programmes, which belong to GRI 306, not GRI 301.",This is a sector-fit finding of the same kind as AC-1 and EN-1 on the STARS side: the framework and the institution type do not line up.,agree,,claude,2026-08-20
,,GRI 301,301-2,gap_gri_side,high,confirmed,"GRI 301-2 requires the percentage of recycled input materials used to manufacture the organization's products. No products, no input materials — see 301-1.",,agree,,claude,2026-08-20
,,GRI 301,301-3,gap_gri_side,high,confirmed,GRI 301-3 requires the percentage of sold products and their packaging reclaimed at end of life. No products — see 301-1.,,agree,,claude,2026-08-20
OP-5,Total heating and cooling from off-site sources,GRI 302,302-1,component,high,confirmed,"GRI 302-1-c requires purchased electricity, heating, cooling and steam consumed. The first pass mapped electricity and stationary fuel but not this field, which is the purchased heating and cooling term.","GRI 302-1 requires joules; STARS reports MMBtu or MWh, so the value must be converted before it is cited as a GRI figure.",agree,,claude,2026-08-20
OP-5,On-site renewable electricity exported,GRI 302,302-1,component,medium,confirmed,"GRI 302-1-d requires electricity, heating, cooling and steam sold. Exported on-site renewable electricity is that term.","Zero for all three institutions in the current reporting year, so the mapping is correct but currently carries no signal.",agree,,claude,2026-08-20
,,GRI 302,302-2,gap_gri_side,high,confirmed,"GRI 302-2 requires energy consumed outside the organization — the upstream and downstream energy of the value chain. STARS OP-5 measures energy consumed inside the institutional boundary only; purchased heating and cooling, which might look like an outside term, is classified by GRI under 302-1-c.",,agree,,claude,2026-08-20
,,GRI 302,302-4,gap_gri_side,high,confirmed,"GRI 302-4 requires the amount of energy reduction achieved, in joules, against a stated base year and methodology. OP-6 carries a percentage reduction for GHG emissions but OP-5 has no equivalent field for energy: the credit reports the performance year only, with no baseline and no reduction figure.",,agree,,claude,2026-08-20
,,GRI 302,302-5,gap_gri_side,high,confirmed,GRI 302-5 requires reductions in the energy requirements of sold products and services. A university sells no such products — see 301-1.,,agree,,claude,2026-08-20
OP-3,Level of physical water quantity risk for the institution’s main campus,GRI 303,303-1,partial,medium,confirmed,"GRI 303-1 requires a description of how the organization interacts with water and of the water-related impacts it faces, and directs reporters to identify areas with water stress. STARS grades the physical water-quantity risk of the main campus on a fixed scale, which is that identification in categorical form.","A risk grade is not the description GRI 303-1 asks for: it says nothing about how water is withdrawn, consumed or discharged, how the impacts were identified, or how the institution works with stakeholders on shared water resources. It also covers the main campus only, where a multi-campus institution has several.",agree,,claude,2026-08-20
OP-3,Does the institution harvest rainwater on-site for storage and use?,GRI 303,303-1,component,medium,confirmed,"GRI 303-1-a asks how and from where water is withdrawn. On-site rainwater harvesting is a withdrawal source distinct from the municipal supply, and STARS records it separately.",Only one of the three institutions quantifies the volume harvested; the other two answer the yes/no only.,agree,,claude,2026-08-20
,,GRI 303,303-2,gap_gri_side,high,confirmed,"GRI 303-2 requires the minimum standards set for the quality of effluent discharge and how they were determined. STARS OP-3 measures water withdrawal and on-site recovery, and OP-2's water-performance standards concern building efficiency, not effluent quality. No discharge-quality data exists.",,agree,,claude,2026-08-20
,,GRI 306,306-1,gap_gri_side,high,confirmed,"GRI 306-1 requires a description of the inputs, activities and outputs that lead to waste-related impacts, and whether those impacts arise in the organization's own activities or up- or downstream. STARS OP-12 reports tonnages and diversion rates but no process description, and OP-11 describes programmes rather than the material flows that cause the waste.",,agree,,claude,2026-08-20
OP-11,"Does the institution have a surplus program through which institution-owned items that are no longer needed are stored for eventual sale, donation, or reuse?",GRI 306,306-2,component,high,confirmed,"GRI 306-2-a requires the actions taken to prevent waste generation, explicitly including circularity measures. A surplus programme that routes redundant assets to sale, donation or reuse is a circularity measure in the sense the disclosure uses.",,agree,,claude,2026-08-20
OP-11,Does the institution have or participate in a reuse program through which employees and/or students can donate personal items for redistribution?,GRI 306,306-2,component,high,confirmed,"GRI 306-2-a, for personal items. Redistribution prevents the waste from being generated rather than diverting it after the fact.",,agree,,claude,2026-08-20
OP-11,Has the institution eliminated the on-site use of at least one form of single-use disposable plastic?,GRI 306,306-2,component,high,confirmed,"GRI 306-2-a, as a prevention measure at source — the clearest waste-prevention action STARS records.",,agree,,claude,2026-08-20
OP-11,Does the institution have a hazardous waste management program or protocol that includes measures to minimize or reduce the use of hazardous materials?,GRI 306,306-2,component,high,confirmed,"GRI 306-2-a covers managing significant impacts from waste generated. Hazardous waste is the highest-impact stream a research university produces, and STARS asks whether a minimisation protocol exists.","GRI 306-3 additionally requires hazardous waste to be quantified separately from non-hazardous. STARS quantifies only non-hazardous and construction-and-demolition waste, so the tonnage is unavailable.",agree,,claude,2026-08-20
OP-11,Narrative and/or website URL providing an overview of the institution’s composting program,GRI 306,306-2,component,medium,confirmed,"GRI 306-2-a, describing a recovery route operated for organic waste.",,agree,,claude,2026-08-20
OP-12,Does the institution have sufficient data on construction and demolition waste to pursue this indicator?,GRI 306,306-2,component,medium,confirmed,GRI 306-2-c requires the processes used to collect and monitor waste-related data. This field is STARS' own statement of whether the institution's waste data collection is adequate for the stream.,"It states data sufficiency as a yes/no rather than describing the collection process, and covers construction and demolition waste only.",agree,,claude,2026-08-20
OP-9,Does the institution’s supplier code of conduct include one or more expectations in regard to environmental impact that exceed or are additional to regulatory compliance?,GRI 308,308-1,partial,medium,confirmed,"GRI 308-1 measures whether new suppliers are screened using environmental criteria. STARS records whether the supplier code of conduct sets environmental expectations beyond legal compliance, which is the criterion such screening would apply.","GRI 308-1 requires a percentage of new suppliers actually screened. STARS reports the existence of the criteria, not their application to any supplier, so no percentage can be derived.",agree,,claude,2026-08-20
OP-9,Percentage of bid solicitations that identify supplier sustainability considerations,GRI 308,308-1,partial,medium,confirmed,This is the closest STARS comes to a screening rate: the share of bid solicitations that put supplier sustainability into the appraisal.,"The denominator is bid solicitations, not new suppliers, and one solicitation may attract many suppliers or none. 'Sustainability considerations' is also broader than the environmental criteria GRI 308-1 specifies. The figure is 0 percent at TU Dublin, so a low value here should not be read as a screening failure without checking the product-specification field alongside it.",agree,,claude,2026-08-20
,,GRI 308,308-2,gap_gri_side,high,confirmed,"GRI 308-2 requires the number of suppliers assessed for environmental impacts, how many were found to have actual or potential negative impacts, how many agreed improvements and how many relationships were terminated. STARS collects no supplier-level assessment outcomes at all.",,agree,,claude,2026-08-20
PA-12,Percentage of employees eligible for paid all-gender family/medical leave,GRI 401,401-2,partial,medium,confirmed,"GRI 401-2 requires the benefits provided to full-time employees, naming parental leave among them. STARS reports the share of employees eligible for paid family and medical leave.","GRI 401-2 turns on the contrast between full-time employees and temporary or part-time employees, and asks for the benefits by significant location of operation. STARS gives a single institution-wide eligibility rate with no employment-type split, so the comparison the disclosure exists to make cannot be drawn.",agree,,claude,2026-08-20
PA-12,Number of weeks of paid maternity leave,GRI 401,401-3,partial,medium,confirmed,"GRI 401-3 is the parental-leave disclosure. STARS reports the duration of paid maternity leave, which is the entitlement's substance.","GRI 401-3 requires headcounts by gender: employees entitled to parental leave, those who took it, those who returned, those still employed twelve months later, and the resulting return-to-work and retention rates. STARS reports none of these — it reports the policy, not its uptake. 'Maternity' is also narrower than GRI's 'parental'.",agree,,claude,2026-08-20
PA-12,Narrative and/or website URL providing an overview of the maternity leave options available to employees,GRI 401,401-3,partial,medium,confirmed,Describes the parental-leave entitlement and its conditions in prose.,Descriptive only; supplies none of the headcounts or rates GRI 401-3 requires.,agree,,claude,2026-08-20
PA-11,Narrative and/or website URL providing an overview of the institution’s workplace health and safety committees,GRI 403,403-1,partial,low,confirmed,"GRI 403-1-a requires a statement of whether an occupational health and safety management system has been implemented. STARS asks about committees rather than the system, but the narratives supplied in practice describe the institution's safety management system.","STARS never asks the 403-1 question, so an answer only appears where the institution volunteered it. Nothing records whether the system exists because of a legal requirement, which standard it follows, or which workers, activities and workplaces it covers — that is 403-1-b, and it is absent.",agree,,claude,2026-08-20
,,GRI 403,403-2,gap_gri_side,high,confirmed,"GRI 403-2 requires the processes for hazard identification, risk assessment and incident investigation, and how workers can remove themselves from dangerous situations. STARS PA-11 records the existence of committees and of health services, but no hazard or incident process.",,agree,,claude,2026-08-20
PA-11,Does the institution make physical health services available to employees?,GRI 403,403-3,partial,low,confirmed,"GRI 403-3 requires a description of the occupational health services' functions. STARS records whether physical health services are available to employees, and the narratives sometimes mention occupational health assessments within them.","General employee health services are not occupational health services: GRI 403-3 is about the function that identifies and eliminates workplace hazards, and about how worker health data is kept confidential. STARS asks about neither.",agree,,claude,2026-08-20
PA-11,Does the institution have an institution-wide health and safety committee or network of committees that brings together workers and management in the development and review of workplace health and safety policies and procedures?,GRI 403,403-4,component,high,confirmed,"GRI 403-4-b concerns formal joint management-worker health and safety committees. STARS asks whether exactly such a committee exists, in almost the same words, and all three institutions answer it.","GRI 403-4-b further requires the committee's responsibilities, meeting frequency, decision-making authority, and whether any workers are unrepresented. STARS records existence only.",agree,,claude,2026-08-20
PA-11,Narrative and/or website URL providing an overview of the institution’s workplace health and safety committees,GRI 403,403-4,component,high,confirmed,"The narrative describes how the committee is constituted and what it does — the detail GRI 403-4-b asks for, in free text.",Depth varies by institution; meeting frequency and decision-making authority are not consistently stated.,agree,,claude,2026-08-20
,,GRI 403,403-5,gap_gri_side,high,confirmed,"GRI 403-5 requires a description of occupational health and safety training provided to workers. STARS EN-3 covers sustainability-focused staff training and PA-11 covers health services, but no credit asks about health and safety training.",,agree,,claude,2026-08-20
PA-11,Does the institution make physical health services available to employees?,GRI 403,403-6,component,high,confirmed,"GRI 403-6-a asks how the organization facilitates workers' access to non-occupational medical and healthcare services. This is that access, asked of employees.","GRI 403-6-a also requires the scope of access provided; STARS records availability as a yes/no, with the scope left to the narrative.",agree,,claude,2026-08-20
PA-11,Does the institution make behavioral health services available to employees?,GRI 403,403-6,component,high,confirmed,"GRI 403-6-a, for mental and behavioural health — the non-occupational service GRI most often finds unreported.",,agree,,claude,2026-08-20
PA-11,Does the institution make free or reduced cost fitness activities available to employees?,GRI 403,403-6,component,high,confirmed,GRI 403-6-b requires the voluntary health promotion services offered to workers to address major non-work-related health risks. Subsidised fitness provision is a textbook example.,,agree,,claude,2026-08-20
PA-11,Does the institution prohibit smoking and tobacco use across the entire campus?,GRI 403,403-6,component,high,confirmed,"GRI 403-6-b requires the specific non-work-related health risks addressed. Tobacco is the canonical one, and STARS records the institution-wide prohibition.","A prohibition is a control rather than a voluntary promotion service; STARS also records the weaker variants (indoor-only, restricted outdoor smoking) in separate fields.",agree,,claude,2026-08-20
PA-11,Does the institution make contemplative and/or spiritual activities available to employees?,GRI 403,403-6,component,medium,confirmed,"GRI 403-6-b, as a voluntary health-promotion offering addressing stress and mental wellbeing.",,agree,,claude,2026-08-20
,,GRI 403,403-7,gap_gri_side,high,confirmed,GRI 403-7 requires the approach to preventing occupational health and safety impacts directly linked to the organization through its business relationships. STARS PA-11 covers the institution's own workforce and students; OP-9's supplier code of conduct touches worker treatment but records no health-and-safety expectation or its enforcement.,,agree,,claude,2026-08-20
,,GRI 403,403-8,gap_gri_side,high,confirmed,"GRI 403-8 requires the number and percentage of workers covered by an occupational health and safety management system, split by whether the system is internally audited or externally certified. STARS records whether a safety committee exists but counts no covered workers, so no percentage can be produced. This sits alongside 403-9 and 403-10: PA-11 is named 'Health, Safety and Wellbeing' and contains no numeric health or safety data at all.",,agree,,claude,2026-08-20
OP-6,Performance year for scope 1 and 2 GHG emissions,GRI 2,2-3,partial,low,confirmed,GRI 2-3-a requires the reporting period covered by the reported information. STARS states a performance year per credit; this is the one governing the flagship emissions figures.,"STARS has no single reporting period, and the per-credit years diverge inside one submission: Cork's credits run from 2023 (construction waste) to 2025 (living wage, investment), Berkeley's from 2023 to 2024. Only TU Dublin is uniform, at 2023. Any single period stated for a GRI report built on this data would be wrong for some of its figures. GRI 2-3 also requires the reporting frequency, the publication date and a contact point; STARS collects none of these.",agree,,claude,2026-08-20
PRE-4,List of personnel who led the reporting process,GRI 2,2-3,partial,low,confirmed,"GRI 2-3-d requires a contact point for questions about the report. STARS names the people who led the reporting process, who are the nearest thing the submission designates.","Named preparers are not a designated contact point: STARS records names and roles without contact details, and does not say who should receive enquiries.",agree,,claude,2026-08-20
PA-8,Percentage of regular/permanent academic staff that identify as women or other marginalized gender identities,GRI 405,405-1,component,high,confirmed,"GRI 405-1-b requires the percentage of employees per employee category by gender. Academic staff is the largest employee category at a university, and all three institutions populate this.","STARS reports one combined figure for 'women or other marginalized gender identities' rather than a percentage per gender, so the split GRI asks for is two buckets, not three. No STARS credit collects employee age at all, so GRI 405-1's age-group split (under 30 / 30-50 / over 50) is unanswerable for every employee category. 405-1-a is still not answered: STARS PA-3 records which constituencies are represented on the highest decision-making body, never what percentage of that body they make up.",agree,Found by the external review of 2026-08-22. Populated 3/3 and unmapped: the first pass looked only at executive staff.,claude,2026-08-20
PA-8,Percentage of regular/permanent non-academic staff that identify as women or other marginalized gender identities,GRI 405,405-1,component,high,confirmed,"GRI 405-1-b, for the professional-services employee category. Reporting it beside academic staff is what makes the disclosure meaningful — the two categories differ by roughly fifteen points at every institution.","STARS reports one combined figure for 'women or other marginalized gender identities' rather than a percentage per gender, so the split GRI asks for is two buckets, not three. No STARS credit collects employee age at all, so GRI 405-1's age-group split (under 30 / 30-50 / over 50) is unanswerable for every employee category. 405-1-a is still not answered: STARS PA-3 records which constituencies are represented on the highest decision-making body, never what percentage of that body they make up.",agree,"Populated 3/3, unmapped before 2026-08-22.",claude,2026-08-20
PA-7,Ethnic diversity index for academic staff,GRI 405,405-1,partial,medium,confirmed,"GRI 405-1-b-iii, other indicators of diversity for the academic employee category.","This is a diversity INDEX (a single 0-1 concentration score), not the percentage breakdown GRI 405-1-b asks for. It shows how mixed the group is, not what share each group holds. No STARS credit collects employee age at all, so GRI 405-1's age-group split (under 30 / 30-50 / over 50) is unanswerable for every employee category. 405-1-a is still not answered: STARS PA-3 records which constituencies are represented on the highest decision-making body, never what percentage of that body they make up. DATA QUALITY: TU Dublin's value is the string '0 Revised on Nov. 24, 2025' — annotation text concatenated onto the figure — so the field is typed `text`, not `number`, and will not parse. Cork and Berkeley are clean.",agree,"Cork 0.44, Berkeley 0.50; TU Dublin unparseable.",claude,2026-08-20
PA-7,Ethnic diversity index for non-academic staff,GRI 405,405-1,partial,medium,confirmed,"GRI 405-1-b-iii, for the professional-services employee category.","This is a diversity INDEX (a single 0-1 concentration score), not the percentage breakdown GRI 405-1-b asks for. It shows how mixed the group is, not what share each group holds. No STARS credit collects employee age at all, so GRI 405-1's age-group split (under 30 / 30-50 / over 50) is unanswerable for every employee category. 405-1-a is still not answered: STARS PA-3 records which constituencies are represented on the highest decision-making body, never what percentage of that body they make up. DATA QUALITY: TU Dublin's value is the string '0 Revised on Nov. 24, 2025' — annotation text concatenated onto the figure — so the field is typed `text`, not `number`, and will not parse. Cork and Berkeley are clean.",agree,"Cork 0.34, Berkeley 0.69; TU Dublin unparseable.",claude,2026-08-20
